,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
274,vila velha,75,BR,1572865766,69,-3.7125,-38.6045,82.4,12.75
275,osmena,100,PH,1572865754,80,12.1709,124.5883,83.95,16.96
276,mamallapuram,0,IN,1572865785,55,12.6264,80.1722,89.6,5.82
277,touros,75,BR,1572865903,83,-5.1989,-35.4609,77,3.36
278,nusaybin,0,TR,1572865743,28,37.0826,41.2145,71.6,3.36
279,hami,20,CN,1572865753,25,42.8354,93.5128,49.98,0.45
280,abilene,1,US,1572865649,58,32.4465,-99.7334,59,14.99
281,pacifica,1,US,1572865655,87,37.6138,-122.487,57,3.8
282,verkh-chebula,100,RU,1572865788,64,56.0294,87.6103,27.92,6.58
283,la romana,20,DO,1572865768,100,18.4273,-68.9735,75.2,3.36
284,puerto baquerizo moreno,100,EC,1572865911,88,-0.9,-89.6,68.54,13.51
285,prado,100,CO,1572865911,94,3.7507,-74.9299,72.77,0.87
286,arlit,0,NE,1572865831,9,18.7391,7.3933,94.98,3.09
287,waipawa,0,NZ,1572865829,77,-39.9412,176.5913,55.99,8.99
288,vila franca do campo,75,PT,1572865902,77,37.7167,-25.4334,66.2,4.7
289,adrar,0,DZ,1572865831,32,27.8734,-0.2875,80.6,9.17
290,tripoli,75,GR,1572865743,69,37.5102,22.3724,73.4,11.41
291,grindavik,90,IS,1572865903,100,63.8424,-22.4338,37.4,10.29
292,cervo,25,BR,1572865904,56,-22.1856,-46.2383,78.19,5.97
293,altayskoye,92,RU,1572865789,78,51.9451,85.3367,32.87,2.68
294,turukhansk,94,RU,1572865788,96,65.7954,87.9608,3.33,6.53
295,luziania,0,BR,1572865767,78,-16.2526,-47.9503,78.01,1.12
296,lima,36,PE,1572865914,91,-12.0622,-77.0366,61.7,14.03
297,phalaborwa,34,ZA,1572865747,40,-23.9486,31.1376,86,12.75
298,sao miguel do araguaia,71,BR,1572865766,57,-13.275,-50.1628,85.43,3.24
299,rincon,0,PA,1572865912,79,8.4581,-82.2818,64.99,2.93
300,varhaug,75,NO,1572865892,61,58.6147,5.6457,46.4,5.82
301,paraiso,20,BR,1572865766,100,-0.0286,-51.1736,80.6,4.7
302,rabo de peixe,75,PT,1572865902,77,37.8,-25.5834,66.2,4.7
303,takoradi,4,GH,1572865758,50,4.8874,-1.752,93.74,2.8
304,linkou,0,CN,1572865757,41,45.2901,130.267,28.91,2.28
305,lorengau,100,PG,1572865781,83,-2.0226,147.2712,78.01,7.92
306,elban,0,RU,1572865815,73,50.1018,136.5094,28.92,5.84
307,severo-kurilsk,0,RU,1572865820,75,50.6789,156.125,40.57,11.68
308,dennery,20,LC,1572865909,94,13.8996,-60.8879,80.6,5.82
309,xinqing,67,CN,1572865757,45,48.2846,129.5284,27.45,5.64
310,anadyr,90,RU,1572865791,85,64.7317,177.5061,24.8,8.95
311,puerto ayacucho,0,CO,1572865768,84,5.6647,-67.6252,79.59,11.36
312,starozhilovo,99,RU,1572865753,62,54.2283,39.9114,46,7.0
313,hovd,0,NO,1572865968,63,63.8339,10.6972,34,13.87
314,umea,0,SE,1572865745,86,63.8284,20.2597,26.6,5.82
315,aberystwyth,86,GB,1572865965,99,52.4143,-4.0817,46.99,1.01
316,saskylakh,83,RU,1572865814,95,71.965,114.0939,-15.85,7.05
317,bansgaon,5,IN,1572865787,55,26.5403,83.2939,86,5.82
318,stavrovo,100,RU,1572865753,90,56.1331,40.013,44.55,19.3
319,alofi,100,NU,1572865645,82,-19.0596,-169.9187,66.2,2.24
320,pochutla,0,MX,1572865907,88,15.7432,-96.4661,73.99,6.98
321,atar,0,MR,1572865830,15,20.5183,-13.0544,93.15,14.29
322,dubbo,51,AU,1572865758,42,-32.2479,148.6027,66.2,12.75
323,singaparna,97,ID,1572865687,96,-7.35,108.1108,69.87,3.44
324,luebo,96,CD,1572865743,42,-5.35,21.4167,92.34,2.8
325,torbay,40,CA,1572865936,93,47.6577,-52.727,42.01,18.34
326,lamar,1,US,1572865790,85,38.0872,-102.6208,24.8,6.93
327,namibe,97,AO,1572865766,83,-15.1902,12.1531,73.74,9.95
328,corinto,75,CO,1572865643,94,3.1734,-76.2601,68,2.24
329,saint-joseph,20,FR,1572865961,60,43.5562,6.9715,68,17.22
330,alice town,49,BS,1572865909,78,25.7167,-79.3001,79.94,14.7
331,lukovetskiy,75,RU,1572865757,80,64.2921,41.9233,30.2,13.42
332,katherine,90,AU,1572865818,61,-14.4657,132.2631,82.4,9.17
333,gajendragarh,74,IN,1572865751,62,15.7333,75.9833,82.51,6.58
334,tabas,52,IR,1572865742,24,33.596,56.9247,78.8,4.7
335,maningrida,85,AU,1572865818,73,-12.0525,134.2267,81.5,7.85
336,goderich,100,CA,1572865791,91,43.7407,-81.7078,43,18.99
337,ozernovskiy,78,RU,1572865820,81,51.5,156.5167,38.25,12.44
338,taltal,0,CL,1572865914,63,-25.408,-70.4859,59.42,6.06
339,draguignan,89,FR,1572865665,63,43.5375,6.4627,71.01,9.17
340,popondetta,100,PG,1572865819,99,-8.7668,148.2375,65.93,1.21
341,shenkursk,100,RU,1572865754,81,62.106,42.9077,29.18,4.5
342,lede,75,BE,1572865843,87,50.9661,3.9775,54,9.17
343,san jose,99,HN,1572865910,98,14.2466,-87.9604,60.87,3.06
344,springbok,0,ZA,1572865902,13,-29.666,17.8825,93.69,16.82
345,saint-louis,0,SN,1572865834,58,16.028,-16.5049,87.8,6.93
346,daund,53,IN,1572865751,71,18.461,74.5791,81.2,4.59
347,the valley,20,AI,1572865768,83,18.217,-63.0579,78.8,8.05
348,nadym,7,RU,1572865753,95,65.5336,72.5114,3.92,15.7
349,bonavista,38,CA,1572865934,86,48.6542,-53.1104,39,8.01
350,waddan,0,LY,1572865758,20,29.1615,16.1414,87.19,10.16
351,kangalassy,90,RU,1572865815,92,62.3491,129.9676,14,4.47
352,palimbang,90,PH,1572865799,78,14.8996,120.776,84.2,2.24
353,amantea,40,IT,1572865779,56,39.1332,16.0746,71.6,23.04
354,vostok,0,RU,1572865814,66,46.448,135.8294,21.65,4.03
355,hualmay,88,PE,1572865792,91,-11.0968,-77.613,62.1,13.06
356,quatre cocos,40,MU,1572865781,69,-20.2078,57.7625,80.6,16.11
357,williston,90,US,1572865790,100,48.1465,-103.6219,28.4,21.92
358,kommunisticheskiy,100,RU,1572865789,86,61.6789,64.4834,24.62,14.2
359,puerto escondido,2,MX,1572865768,67,15.8624,-97.0717,72.38,2.95
360,codrington,40,AU,1572865828,73,-28.9484,153.2428,73.4,13.87
361,varnavino,100,RU,1572865753,98,61.1857,46.5616,34.54,4.03
362,virginia beach,1,US,1572865650,93,36.853,-75.9775,42.8,10.76
363,urengoy,6,RU,1572865788,96,65.9642,78.368,-0.93,7.72
364,chandbali,1,IN,1572865786,69,20.7732,86.7376,79.97,6.17
365,la carolina,100,ES,1572865760,67,38.2742,-3.6153,64.99,13.47
366,laguna,20,BZ,1572865909,100,16.1684,-88.941,71.6,3.2
367,charters towers,89,AU,1572865828,67,-20.0715,146.271,75.22,8.75
368,ambilobe,30,MG,1572865781,48,-13.1945,49.05,89.1,4.29
369,tessalit,0,ML,1572865831,10,20.2009,1.014,96.06,5.08
370,neuquen,0,AR,1572865643,62,-38.9517,-68.0591,53.6,2.24
371,mandan,75,US,1572865656,92,46.8264,-100.8898,30.99,14.99
372,mastic beach,1,US,1572865788,80,40.7668,-72.8521,37.99,2.01
373,meulaboh,98,ID,1572865748,77,4.1363,96.1285,80.8,6.55
374,bereznik,98,RU,1572865760,86,62.8555,42.7101,26.75,5.23
375,college,1,US,1572865934,91,64.8569,-147.8028,14,3.31
376,ostrovnoy,83,RU,1572865758,84,68.0544,39.5129,20.41,22.03
377,shipunovo,100,RU,1572865788,63,52.2189,82.2616,32.61,9.35
378,byron bay,9,AU,1572865828,83,-28.65,153.6167,73.99,12.75
379,ancud,75,CL,1572865644,100,-41.8682,-73.8288,41,4.7
380,koboko,24,UG,1572865746,75,3.4097,30.9604,77.81,4.18
381,hun,75,BE,1572865843,87,50.3365,4.8669,53.01,13.87
382,nelson bay,75,AU,1572865774,77,-32.7219,152.1441,68,9.17
383,valparaiso,75,US,1572865651,87,41.4731,-87.0612,48.2,13.87
384,coahuayana,11,MX,1572865915,84,18.6201,-100.3453,67.21,1.9
385,te anau,100,NZ,1572865796,96,-45.4145,167.7175,50.88,1.72
386,penzance,40,GB,1572865761,87,50.1213,-5.533,53.01,23.04
387,polyarnyy,40,RU,1572865744,73,69.1989,33.4478,24.8,11.18
388,rawson,18,AR,1572865643,31,-43.2992,-65.1057,55.35,29.93
389,luanda,40,AO,1572865758,66,-8.8272,13.2437,86,9.78
390,olenino,100,RU,1572865755,94,56.209,33.48,49.34,11.79
391,chengde,0,CN,1572865757,62,40.9725,117.9276,46.44,3.33
392,nchelenge,40,ZM,1572865742,42,-9.3477,28.7353,85.79,9.62
393,mabaruma,21,GY,1572865902,74,8.1986,-59.7817,82.71,5.79
394,zeya,100,RU,1572865757,94,53.7404,127.2716,19.33,2.44
395,asyut,0,EG,1572865743,36,27.1802,31.1877,80.6,5.82
396,campos altos,7,BR,1572865906,65,-19.6964,-46.1714,76.98,5.91
397,lata,20,IN,1572865749,47,30.7809,78.6152,80.6,6.93
398,beloha,4,MG,1572865747,38,-25.1739,45.0615,86.83,18.48
399,cabedelo,75,BR,1572865766,88,-6.9733,-34.8352,77,4.7
400,fairbanks,1,US,1572865657,84,64.8378,-147.7167,12,3.31
401,amurzet,32,CN,1572865815,57,47.6947,131.0897,28.87,0.63
402,maragogi,93,BR,1572865766,67,-9.0119,-35.2226,80.98,8.66
403,birao,0,CF,1572865746,20,10.2962,22.781,94.52,11.1
404,mayor pablo lagerenza,0,PY,1572865914,45,-19.9309,-60.7718,88.7,16.64
405,bethel,1,US,1572865797,78,60.7922,-161.7559,17.6,18.34
406,walvis bay,5,NA,1572865766,16,-22.9544,14.5075,95,16.11
407,naruto,75,JP,1572865756,55,34.1833,134.6167,60.8,23.04
408,mount isa,40,AU,1572865758,27,-20.729,139.4932,86,19.46
409,hondo,1,US,1572865793,87,29.3474,-99.1413,55.99,3.36
410,yaan,14,NG,1572865759,52,7.3833,8.5667,91.62,3.15
411,hayrabolu,75,TR,1572865746,60,41.2147,27.1082,72,18.34
412,port-cartier,75,CA,1572865935,77,50.0257,-66.8819,32,5.82
413,kedrovyy,0,RU,1572865790,58,56.1667,91.8167,26.6,4.47
414,hamilton,90,CA,1572865935,93,43.2552,-79.8683,46.4,8.05
415,mazyr,14,BY,1572865745,64,52.0476,29.2666,60.68,13.2
416,crotone,0,IT,1572865668,43,39.0851,17.1178,71.6,13.87
417,sept-iles,75,CA,1572865659,92,50.2001,-66.3821,32,5.82
418,canmore,90,CA,1572865971,92,51.0867,-115.3482,27,5.82
419,tabuk,97,PH,1572865754,98,17.4136,121.444,65.28,1.14
420,aquiraz,75,BR,1572865766,69,-3.9028,-38.389,82.4,12.75
421,san ramon,27,NI,1572865780,95,12.9229,-85.8385,64.85,4.85
422,shushenskoye,0,RU,1572865753,73,53.3278,91.9454,26.6,2.84
423,ballina,75,IE,1572865796,100,54.1143,-9.1533,51.01,9.17
424,boguchany,98,RU,1572865789,65,58.3828,97.4616,19.44,2.59
425,henties bay,0,NA,1572865902,53,-22.1161,14.2845,68.94,14.76
426,olga,1,US,1572865656,62,34.1125,-118.1657,59,1.54
427,la ronge,90,CA,1572865935,66,55.1004,-105.3013,14,6.93
428,vanavara,52,RU,1572865791,93,60.3452,102.2809,4.73,4.14
429,fazalpur,0,PK,1572865748,45,32.1833,75.0667,84.2,11.41
430,canutama,96,BR,1572865911,63,-6.5331,-64.3835,83.91,1.34
431,ilhabela,96,BR,1572865767,86,-23.7781,-45.3581,75.65,2.51
432,penticton,90,CA,1572865658,80,49.4949,-119.5945,42.01,3.51
433,kyrksaeterora,0,NO,1572865781,47,63.2906,9.0891,35.6,12.75
434,la rioja,84,AR,1572865643,48,-29.4128,-66.8559,68.45,1.66
435,kamenka,0,MD,1572865762,66,48.0322,28.7042,63,7.0
436,camacha,20,PT,1572865829,60,33.0833,-16.3334,73.4,14.99
437,wanning,20,AT,1572865847,67,48.6402,13.529,63,3.36
438,bhasawar,0,IN,1572865752,26,27.0333,77.0333,84.13,6.67
439,londonderry,75,US,1572865787,79,42.8651,-71.374,34,2.33
440,palauig,100,PH,1572865796,75,15.435,119.9045,83.75,9.17
441,nome,90,US,1572865921,82,30.0358,-94.4244,55.4,5.82
442,beringovskiy,57,RU,1572865820,96,63.05,179.3167,22.88,2.55
443,fougamou,100,GA,1572865830,60,-1.2165,10.5914,87.23,4.05
444,tindivanam,0,IN,1572865749,67,12.2262,79.6515,81.3,6.51
445,saint-agapit,20,CA,1572865976,86,46.5629,-71.4352,33.01,6.93
446,nyurba,96,RU,1572865814,94,63.2866,118.3541,4.39,4.9
447,alihe,90,CN,1572865757,82,50.5723,123.7337,27.79,9.8
448,bagnan,17,IN,1572865752,66,22.4641,87.9803,86,5.82
449,carinhanha,11,BR,1572865906,34,-14.2986,-43.7724,89.62,4.27
450,bolobo,88,CD,1572865759,76,-2.1667,16.2333,82.49,7.4
451,caibarien,20,CU,1572865768,94,22.5206,-79.467,68,2.24
452,leo,100,BF,1572865759,37,11.0971,-2.1048,92.7,4.9
453,riviere-au-renard,5,CA,1572865962,92,48.9957,-64.3972,26.6,8.21
454,satuk,75,TR,1572865773,37,41.2263,32.3836,71.6,8.05
455,pitsunda,56,GE,1572865762,36,43.1598,40.3372,64.4,6.71
456,araouane,2,ML,1572865831,11,18.9041,-3.5276,93.35,11.63
457,axim,0,GH,1572865759,72,4.8654,-2.2422,83.43,10.02
458,bolshaya dzhalga,61,RU,1572865758,61,45.9695,42.6966,53.17,14.27
459,boa vista,0,BR,1572865642,83,2.8213,-60.6724,78.8,6.93
460,inirida,8,CO,1572865911,93,3.8653,-67.9239,76.77,3.11
461,oum hadjer,0,TD,1572865759,10,13.2954,19.6966,98.22,10.31
462,pandan,51,PH,1572865796,79,11.7199,122.0946,82.8,11.63
463,vila,0,IT,1572865899,72,45.1829,8.402,61,3.36
464,komsomolskiy,100,RU,1572865789,86,67.5537,63.776,14.18,21.77
465,jaora,21,IN,1572865751,58,23.6379,75.1282,79.4,4.05
466,san rafael,49,AR,1572865643,27,-34.6127,-68.3306,62.46,9.13
467,teknaf,0,BD,1572865748,74,20.8624,92.3058,82.33,13.38
468,namatanai,100,PG,1572865819,89,-3.6642,152.4407,75.89,5.19
469,ust-kan,62,RU,1572865788,61,50.932,84.7652,32.79,6.24
470,birin,40,NP,1572865784,45,26.8865,88.0718,87.8,2.24
471,pecos,1,US,1572865790,49,31.4245,-103.4935,48.2,7.11
472,dongsheng,0,CN,1572865755,49,29.7168,112.5229,64.38,7.07
473,ukiah,0,US,1572865656,66,39.1502,-123.2078,55,3.2
474,rio grande,20,BR,1572865767,100,-32.0335,-52.0992,64,6.42
475,rocha,78,UY,1572865766,78,-34.4811,-54.3366,64.74,9.42
476,tual,100,ID,1572865753,82,-5.6667,132.75,81.43,17.22
477,lipin bor,100,RU,1572865757,94,60.2622,37.9714,32.33,5.19
478,grants pass,1,US,1572865657,86,42.4394,-123.3273,43,1.36
479,lukulu,57,ZM,1572865779,14,-14.3768,23.239,99,8.39
480,kochubey,95,RU,1572865758,76,44.3919,46.5441,54.66,22.48
481,kununurra,88,AU,1572865793,78,-15.7731,128.7388,82.4,6.93
482,guarapari,0,BR,1572865767,74,-20.6667,-40.4976,82,9.17
483,omsukchan,95,RU,1572865820,98,62.5333,155.8,9.83,4.52
484,karachi,0,PK,1572865748,33,24.8668,67.0311,91.4,6.93
485,boddam,75,GB,1572865838,93,57.4667,-1.7834,48.2,16.11
486,saint-pierre,75,FR,1572865875,82,48.9455,4.2446,55.99,19.46
487,luderitz,0,NA,1572865766,39,-26.6481,15.1594,80.6,21.92
488,chibombo,7,ZM,1572865779,13,-14.6803,28.0947,99.02,12.57
489,gravdal,0,NO,1572865781,56,59.7913,5.7785,46,4.7
490,shenjiamen,0,CN,1572865755,73,29.9576,122.298,65.18,14.81
491,san vicente de chucuri,100,CO,1572865911,95,6.881,-73.4098,71.87,1.43
492,ust-uda,81,RU,1572865814,76,54.1748,103.0282,19.55,3.09
493,chapais,90,CA,1572865934,92,49.7839,-74.8569,23,9.17
494,povenets,50,RU,1572865755,88,62.8487,34.8262,25.11,4.12
495,gorin,67,BF,1572865830,27,12.3445,-0.6727,95.25,5.03
496,fundacion,65,PH,1572865797,90,10.6405,122.1837,77.99,4.99
497,banda aceh,13,ID,1572865748,81,5.5577,95.3222,81.05,19.64
498,vestmannaeyjar,75,IS,1572865903,69,63.4427,-20.2734,39.2,17.22
499,micheweni,1,TZ,1572865745,78,-4.9667,39.8333,80.73,14.03
500,riwaka,0,NZ,1572865828,80,-41.0803,172.9968,57,1.99
501,dillon,90,US,1572865933,64,45.2164,-112.6379,37.4,10.29
502,bilma,0,NE,1572865831,9,18.6929,12.9187,95.9,11.68
503,sao paulo de olivenca,99,BR,1572865911,88,-3.3784,-68.8725,77.65,1.77
504,dunedin,52,NZ,1572865758,94,-45.874,170.5035,55,1.01
505,pokhara,74,NP,1572865970,94,28.2095,83.9914,44.98,1.66
506,novyy karachay,52,RU,1572865755,26,43.8208,41.9032,57.44,2.01
507,bonthe,0,SL,1572865830,76,7.5273,-12.502,81.18,4.79
508,najran,40,SA,1572865744,25,17.544,44.2247,86,9.17
509,mareeba,83,AU,1572865825,78,-16.9916,145.4227,75.2,1.12
510,tilichiki,100,RU,1572865820,97,60.4667,166.1,32.87,11.97
511,tagusao,70,PH,1572865794,78,9.1924,117.8141,83.18,18.03
512,caetes,0,BR,1572865903,37,-8.7731,-36.6226,86.61,8.37
513,miyako,20,JP,1572865808,62,33.6345,130.9396,60.8,5.82
514,katobu,38,ID,1572865754,83,-4.9409,122.5276,76.17,2.04
515,bubaque,35,GW,1572865830,71,11.2833,-15.8334,83.45,5.66
516,lakatoro,100,VU,1572865820,79,-16.1069,167.4185,79.61,15.55
517,zlobin,20,HR,1572865900,67,45.2924,14.6541,64.99,5.82
518,coquimbo,67,CL,1572865644,76,-29.9532,-71.3381,57.2,3.36
519,zhangjiakou,0,CN,1572865757,54,40.7664,114.8799,41.2,7.81
520,sierre,90,CH,1572865792,81,46.2923,7.5323,51.8,2.24
521,kazachinskoye,100,RU,1572865789,60,57.6944,93.281,23.61,6.67
522,raudeberg,0,NO,1572865893,48,61.9875,5.1352,44.01,3.36
523,barcelona,0,ES,1572865890,53,41.3829,2.1774,73.99,20.8
524,gemena,100,CD,1572865759,54,3.2549,19.7751,88.16,5.91
525,ponerihouen,9,NC,1572865820,88,-21.0834,165.4,64.65,5.61
526,flin flon,0,CA,1572865934,76,54.7698,-101.879,7.77,10.47
527,nichinan,75,JP,1572865756,56,31.6476,131.3148,68,19.46
528,cortez,1,US,1572865790,48,37.3495,-108.5841,28,9.17
529,albion,1,US,1572865927,93,41.6908,-98.0037,37,6.93
530,zaltan,14,LY,1572865758,35,32.947,11.8665,81.03,12.12
531,sim,78,BR,1572865767,60,-12.2513,-38.9261,84.13,6.38
532,samarinda,11,ID,1572865754,87,-0.5018,117.1393,76.19,3.71
533,sioux lookout,90,CA,1572865936,92,50.1001,-91.9191,30.2,6.93
534,mayo,20,CA,1572865935,85,63.5927,-135.8962,17.6,9.17
535,kloulklubed,90,PW,1572865969,83,7.0419,134.2556,78.8,5.82
536,panzhihua,23,CN,1572865962,84,26.586,101.7179,59.43,2.37
537,faya,0,SA,1572865742,14,18.3851,42.4509,80.6,9.17
538,jimenez,0,PA,1572865912,79,8.5404,-82.3705,64.99,2.93
539,leningradskiy,23,RU,1572865820,76,69.3833,178.4167,18.66,5.32
540,pyaozerskiy,0,RU,1572865754,70,65.8333,31.1667,27.52,11.79
541,manoel urbano,88,BR,1572865911,91,-8.8389,-69.2621,75.53,1.88
542,simao,36,CN,1572865961,92,22.7618,100.7911,63.9,2.51
543,cruz do espirito santo,75,BR,1572865903,88,-7.14,-35.0864,77,4.7
544,poum,75,MK,1572865777,82,41.2813,20.7117,59,12.75
545,yiyang,0,CN,1572865755,62,28.5889,112.3464,60.19,3.04
546,san vicente,72,EC,1572865642,84,-0.5897,-80.4085,73.91,6.91
547,bandarbeyla,99,SO,1572865744,55,9.4942,50.8122,83.91,14.76
548,thinadhoo,46,MV,1572865780,63,0.5333,72.9333,83.68,2.51
549,iraray,63,PH,1572865797,84,8.9936,118.0511,77.56,4.65
550,sangmelima,61,CM,1572865758,82,2.9333,11.9833,79,2.04
